index,smiles,affinity_6LUQ_H-gail,affinity_7E2Y_H-gail
755,COc1ccc2c(c1)C1CCN(CCC3Cc4ccccc4C(=O)N3)CC1CO2,-11.11,-10.15
756,CCCN(CCCc1c[nH]c2ccccc12)C1COc2c(F)csc21,-8.93,-8.607
757,CCNC1CCc2ccc3[nH]cc(O)c3c2C1Cc1ccccc1,-7.356,-8.653
758,COc1ccccc1N1CCN(CCCCCN=C2CC3CCC2C3)CC1,-8.265,-8.085
759,CCCCCCCCCC1=C(N2CCCCC2)CCN(C)C1,-6.179,-6.959
760,Nc1ccccc1NC(=O)c1ccc(CNC2=NCC3(C=CCC3)C2)cc1,-11.1,-9.746
761,O=C1CC2(CC2)Cc2ccccc2N1CCCN1CCC(N2CCC(c3ccc(F)cc3)C2=O)CC1,-14.62,-14.13
762,COc1ccccc1OCCNCCc1ccn(-c2ccc(F)cc2)c(=O)c1OCCc1ccccc1,-8.694,-8.331
763,COc1ccccc1N1CCN(CCCCCNC(=O)c2ccc(F)cc2)CC1,-9.314,-8.552
764,NC(=O)c1cccc(N2CCN(CCCc3c[nH]c4ncccc34)CC2)c1,-9.819,-10.23
765,O=C(NC1CCCc2cc(O)ccc21)C1CCc2c(Cl)cccc2N1,-9.917,-9.499
766,COc1ccccc1N1CCN(CCCCNC(=O)CCC2CCCCC2)CC1,-8.775,-8.197
767,O=C(CC(CCCN1CCC(O)(c2ccccn2)CC1)c1ccc(F)c(F)c1)c1ccc(F)cc1,-10.74,-9.668
768,CCCN1CN(C2CC(c3c[nH]c4ccc(N5CCN(C)CC5)cc34)C2)Cc2ccccc21,-9.04,-9.875
769,CCCN1CCC2c3c(O)cccc3CCC2C1,-8.534,-8.252
770,CN1CC=CCc2cc(O)c(C#N)c(F)c21,-12.4,-12.06
771,O=C1CCc2ccccc2N1CCCCCN1CCN(c2ccccn2)CC1,-9.975,-9.428
772,CCN(CCCCCN(C)CCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)Cc1ccccc1,-8.05,-8.575
773,c1ccc2c(c1)c1cc[n+]2CCCCC[n+]2ccc(c3ccccc32)NCCCCN1,-11.66,-10.99
774,O=S(=O)(NCCCCN1CCC(c2ccccc2)CC1)c1cnccn1,-9.076,-8.47
775,CC(C)Oc1cccc2c1C(=O)NC(=O)c1ccccc1S2,-7.325,-7.721
776,C=CCC1Oc2ccc(F)cc2-c2cccc(=O)cc21,-7.53,-8.655
777,N#Cc1ccccc1CC1CCCN1Cc1cccc(O)c1,-7.593,-8.456
778,CCCCCCOc1cccn2c(=O)c(C(=O)NCC3CCOC3)cnc12,-8.584,-7.987
779,COc1cccc(OC)c1N1CCN(CCC(O)(c2ccccc2)C(CCCc2ccccc2)C(C)C)CC1,-8.951,-9.123
780,Cc1ccc2c(OCCN=Cc3ccoc3Nc3ccccc3N)cccc2n1,-9.806,-9.71
781,CS(=O)(=O)c1ccccc1-c1c(C(F)(F)F)cc(Oc2ccc(F)cc2)n1-c1ccc(S(N)(=O)=O)cc1,-7.994,-8.988
782,COc1ccccc1N1CCN(Cc2ccc(-c3ccc[nH]3)cc2)CC1,-8.926,-8.515
783,CNCC(O)C(c1ccccc1)n1c(O)nc(N2CCS(=O)(=O)CC2)c1-c1ccccc1,-6.922,-7.284
784,Cc1ccc2cc(-c3cccnc3)ccc2c1,-10.15,-8.686
785,CC(=O)NC1CCN(CCCc2c[nH]c3ccc(C#N)cc23)CC1,-9.018,-8.369
786,Clc1cccc(N2CCN(CCCCN3CCN(c4ccccc4)CC3)CC2)c1Br,-9.723,-9.216
787,O=C(NC1CC2CCCC(C1)N2Cc1ccccc1)c1ccc2cccc(O)c2c1,-11.13,-9.958
788,COc1ccccc1N1CCN(CCCn2[nH]c3ccccc3c2=O)CC1,-9.499,-9.356
789,CCCN(CCC)C1CCc2cccc(O)c2C1,-7.365,-7.328
790,Oc1nc2cc(OCCN3CCN(c4cccc5c4OCCN5Cc4ccccc4)CC3)ccc2[nH]1,-9.436,-10.02
791,CCN1CC(C(=O)NC(Cc2ccccc2)C(=O)C2CCCN2)Oc2ccccc21,-8.529,-9.025
792,COc1cc(N2CCN(CCC3CCc4ccc(F)cc43)CC2)c2ccccc2c1,-11.36,-10.37
793,FC(F)(F)c1ccc(OCCNCCOc2ccccc2)cc1,-8.928,-8.181
794,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,-10.83,-11.55
795,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,-10.3,-10.28
796,COc1ccc(-c2ccccc2S(=O)(=O)NCC(=O)NCCCCCCNC2CCCc3cccnc32)cc1,-8.992,-9.966
797,CC(C)Oc1cccc2[nH]cc(CCN)c12,-5.786,-6.574
798,Cc1ccc2[nH]cc(Cc3cccs3)c2c1,-7.729,-7.38
799,O=C(C1CC1)N(CCN1CCN(c2c(Cl)cccc2Cl)CC1)C1CCCc2ccc(Br)cc21,-7.664,-9.477
800,COc1cccc2c1N(CCCCCN1CCN(c3ccccc3Cl)CC1)CC2,-8.935,-8.959
801,COc1ccccc1-c1ncc(O)n2nc(SCCCN3CCN(c4ncccn4)CC3)cc12,-8.818,-9.162
802,CN(C)c1ccc2c(c1)CC(NCCCCCNC1CCCc3c(O)cccc31)CC2,-9.459,-9.447
803,COc1ccc(N2CCN(CCCCCNC(=O)c3cc(OC)c4ccccc4c3OC)CC2)c(C)c1,-8.835,-9.033
804,CCCNC1=NC(=Cc2ccc3c(c2)OCO3)SC1=N,-8.213,-8.13
805,O=c1oc2c(cc1O)CN(CCCc1ccc(F)cc1)CCCCC2,-11.64,-12.04
806,CCN1CC(=O)Nc2ccc(-c3ccccc3)cc21,-8.593,-8.437
807,CN(C)C1CCc2nc(NC(=O)c3cccc(-n4ccnc4)c3)sc2C1,-9.663,-8.398
808,CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccc(=O)n(C)c4)cc32)CC1,-12.97,-14.15
809,COc1ccccc1OCCNCCCOc1ccccc1OCCc1ccccc1,-8.775,-8.298
810,Cc1cc(CN2CCC(CCOC(c3ccccc3)c3ccccc3)CC2)n(C)n1,-9.497,-9.033
811,CN(CCCCc1ccccc1)CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,-8.769,-7.942
812,CC(C)Oc1ccc2[nH]cc(C3=CCN(Cc4ccccc4Cl)CC3)c2c1,-9.677,-10.36
813,O=C(NC1CCC(CCN2Cc3ccc(Cl)cc3C2)CC1)c1c[nH]c2ccccc12,-11.24,-9.569
814,Fc1cccc2sc(C3CCN(CCCc4c[nH]c5ccccc45)CC3)cc12,-10.74,-10.13
815,CCCc1cc(O)cc(C(=O)OC)c1OCCCOc1ccccc1OCCCNCCn1ccnc1,-7.576,-8.33
816,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccccc2)CC1,-10.24,-9.066
817,CCN1CC(=O)N(c2cccc(C(F)(F)F)c2)c2ccccc21,-8.058,-8.482
818,Nc1nccc2nc(CCCCN3CCN(c4ccc(Cl)cc4)CC3)c(-c3cccc(F)c3)cc12,-10.17,-9.86
819,COc1ccccc1N1CCN(CCn2c(=O)c3ccccc3n(Cc3cccs3)c2=O)CC1,-10.33,-9.33
820,O=C1C2CCCN2C(=O)N1CCCCNCC1CCCc2ccccc2O1,-12.82,-11.72
821,COc1cccc2c1CC(NCCCNc1ccccc1)CC2,-8.327,-8.76
822,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(F)cc23)CC1,-9.92,-9.941
823,CN1CCC(c2cccc(NC(=O)c3ccc(C#N)cc3)c2)CC1,-9.08,-8.421
824,O=C1NCCN1CCCN1CCN(c2cccc3ccoc23)CC1,-8.554,-8.331
825,COc1cccc(C2OCc3cc(OC)c(OC)cc3C2=O)c1,-8.266,-8.111
826,Cc1cc(C)c2c(c1)C1(CCCCC1c1cc3c(O)cccc3[nH]1)CCNC2C,-14.69,-13.93
827,CCCCc1cc(Cl)c(C(=O)NCC2CCCN2C)c2ccccc12,-7.894,-8.78
828,CCN(CC)C(=O)C1=CCN(C)CCC1,-10.98,-10.64
829,CCCN(CCCC1CCC(N2C(=O)c3cccc(C(F)(F)F)c3C2=O)CC1)C1CCc2ccc(O)cc2C1,-9.938,-10.19
830,Cc1cccc2c1CC(NCc1ccc(Br)cc1)CC2,-8.983,-8.934
831,O=c1[nH]c2ccc(OCCCN3CCN(c4ccccc4Cl)CC3)cc2[nH]1,-9.691,-9.241
832,COc1cccc2c1CCCC2CN1CCN(c2cccc(Cl)c2)CC1,-9.145,-9.209
833,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,-10.89,-10.94
834,CNC(=O)c1cc(C#N)ccc1N1CCN(CCC(F)(F)F)CC1,-7.842,-7.629
835,Cc1ncsc1-c1ccccc1Oc1ccccc1N1Cc2ccccc2C1=O,-8.527,-9.357
836,Cc1ccc(C)c(C(=O)NCCCCN2CCN(c3ccncc3Cl)CC2)c1,-9.444,-8.904
837,Cn1c(=O)c2c(nc3n(CCN4CCN(c5ccccc5)CC4)c(-c4ccccc4)cn23)n(C)c1=O,-9.125,-9.414
838,CC1C#CCN(C(=O)NC2CCC(C(C)(C)O)CC2)C1C#N,-7.952,-8.133
839,CCCN(CCCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)C1CCc2ccccc2C1,-10.18,-9.109
840,Cc1ccccc1N1CCN(CCCNC(=O)C=Cc2ccccc2OCCOc2ccccc2)CC1,-9.816,-9.593
841,Fc1ccc(N2CCN(CCCCNCc3csc4ccccc34)CC2)cc1,-9.678,-8.692
842,CCCN(CC#N)C1CCc2cc3[nH]cc(C=O)c3cc2C1,-8.05,-8.294
843,O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccnc2ccccc12,-9.134,-9.157
844,COc1ccc2c(N3CCN(CCc4c[nH]c5ccc([N+](=O)[O-])cc45)CC3)cc(=O)oc2c1,-10.59,-10.33
845,CN1C(=O)C(C2CCCCC2)=NC(NC2CC(c3ccc(Cl)cc3)CCN(Cc3ccccc3)C2)C1=O,-12.82,-12.63
846,COc1ccc2c(c1)CC(CN1CCC(Sc3cnc4ccccc4n3)CC1)CCC2,-13.03,-14.4
847,CC(C)n1nc(-c2ccc(F)cc2)c2cccc(OCCNCc3ccccn3)c21,-8.405,-8.923
848,COc1ccc(S(=O)(=O)N2CCC(CCN3CCN(c4ccccc4OC(C)(C)CO)CC3)(c3ccc(Cl)cc3)CC2)cc1,-7.945,-9.193
849,N#Cc1ccc(CN2CCc3cc4cc(O)ccc4cc3C2)cc1,-8.873,-8.495
850,C=CCN1CCC2c3c(cccc3OC)CCC21,-7.164,-7.672
851,CN1CCc2ccc(OCCF)c3c2C1Cc1cccc(O)c1-3,-7.289,-8.155
852,CCCCNC1CCc2cccc(OC)c2C1CCCCN1CCC(C(C)C)C1,-8.041,-8.177
853,Cc1ccc2[nH]c3c(c2c1)CN(C(O)=NCC(=O)NC(=O)C(=O)NC1CCCCC1C)CC3,-11.19,-10.4
854,O=C1CC2(CCCC2)C(=O)N(CCCCN2CCN(c3cccc4c3OCO4)CC2)c2ccccc21,-13.18,-13.41
855,CC(C)(C)c1ccc2c(c1)C1CNCCC1C2,-8.06,-8.021
856,COc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3cc(Cl)ccc3OC)CC2)CC1,-8.987,-8.862
857,CN1CCN(C2Cc3ccc(-c4cnc(CCN5CCNCC5)[nH]4)cc3C(N)=N2)CC1,-9.186,-9.219
858,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2ccccn12,-8.783,-8.324
859,COc1ccc2c(c1)C(=CCN1CCN(c3ccccc3OC)CC1)c1cc(O)ccc1CC2,-13.22,-13.14
860,O=C(CCCCN1CCC2(CC1)C(=O)N(Cc1ccccc1)CN2c1ccccc1)c1ccc(F)cc1,-9.902,-9.492
861,CN(C)CCc1c[nH]c2ccc(CCCc3cc[nH]n3)cc12,-8.399,-8.196
862,OC(CNCCc1ccccc1)C12CC3CC(CC(C3)C1)C2,-9.295,-8.506
863,CC(=O)N1CCc2c(OCCC(=O)c3ccc(CN4CCN(C)CC4)cc3)cccc21,-9.046,-9.1
864,CSc1nc2sc(C(=O)NCCCCCN3CCC(c4ccc(F)cc4)CC3)c(N)c2c(C)c1Cl,-10.48,-9.216
865,O=C(C=Cc1ccc(CO)cc1)NCCCCCN1CCN(c2ccccc2OCCF)CC1,-8.883,-8.179
866,OCc1cc2c(OCCNCc3ccccc3F)ccc(Cl)c2s1,-8.267,-7.694
867,CC[N+](C)(C=CC=CC1=CC=CC=CC(C)NC1=O)CC,-11.7,-11.87
868,Cc1cccc(N2CCN(c3ccccc3)CCN(c3cc(F)ccc3Oc3ccc(F)cc3)C2)c1C,-11.89,-12.59
869,N=C(N)c1cccc(OCCN2CCN(Cc3ccccc3)CC2)c1,-9.465,-8.86
870,COc1ccccc1N1CCN(CCCCC(=O)N(C)CC2CCN(Cc3ccccc3)CC2)CC1,-9.149,-9.119
871,CCC1Cc2ccccc2N1C(=O)CCc1cccc(O)c1,-9.017,-8.7
872,c1ccc(CCNCC2CCN(CCc3c[nH]c4ncccc34)CC2)cc1,-9.779,-9.701
873,OC1(c2ccc(Cl)cc2)CCN(Cc2coc3ccccc23)CC1,-9.859,-9.353
874,Oc1cc(C2(O)CCN(Cc3cccnc3)CC2)ccc1Cl,-8.892,-8.126
875,N#CC1CCC(CN2CCN(Cc3ccc(F)cc3)CC2)CC1,-8.956,-8.378
876,Oc1ccccc1N1CCN(Cc2ccc(Cl)cc2)CC1,-8.726,-8.333
877,Clc1ccc2c(c1)CC(N1CCc3ccc(I)cc3C1)C2,-9.894,-8.825
878,CCN1CCc2cccc3c2C1Cc1cccc(O)c1-3,-6.953,-8.686
879,COc1cc(OC)cc(C(=O)NCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,-8.816,-8.964
880,COc1cccc(C(=O)NC2CCN(CC3CCc4nc(N)sc4C3)CC2)c1,-9.942,-9.45
881,CCCCCCC(=O)N(C)CCCc1ccccc1,-7.133,-6.365
882,CN1CCN2CC(C1=O)C2=Nc1ccccc1N(C)c1cc2c(Oc3ccccc3C(N)=O)cccc2s1,-12.76,-14.88
883,COc1ccccc1N1CCN(CCn2c(O)nc3ccccc3c2=O)CC1,-9.633,-9.559
884,Fc1ccc2[nH]cc(CCCCN3CCc4ccccc4C3)c2c1,-10.4,-9.635
885,O=C1c2ccccc2CN1CCCCN1CC=C(c2ccccc2)CC1,-10.33,-9.966
886,Oc1nc2c(O)ccc(F)c2c(O)c1CCCN1CCc2ccccc21,-9.529,-9.385
887,O=S(=O)(NCC1Cc2ccccc2C1)c1ccc(I)cc1,-9.056,-9.005
888,CN1CCc2c([nH]c3ccc4c(c23)CCNC4)C1c1ccccc1,-8.53,-8.538
889,COc1cccc(C(=O)NC2CC3CCN(CC3)C2Cc2cccc(C)c2)c1,-12.8,-14.3
890,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cccnc3s2)CC1,-9.348,-9.261
891,COc1ccccc1N1CCN(Cc2cn3c(C)cc4ccccc4c3c2C)CC1,-9.768,-10.18
892,COc1cc(C(=O)NCCCCCCN2CCN(c3ccccc3OCCCN3CCc4ccc(O)cc4C3)CC2)cc(OC)c1OC,-9.517,-9.344
893,O=C(NCCCN1CCN(c2cc(Cl)cc(Cl)c2)CC1)c1ccc(OCCN2CCOCC2)cc1,-8.949,-9.609
894,c1ccc(CCCN2CCN(c3nsc4ccccc34)CC2)cc1,-9.697,-9.067
895,COc1ccc2cc(S(=O)(=O)c3ccc(C(C)N)cc3OC)c(=O)oc2c1,-9.265,-8.47
896,Cn1cc(-c2ccc3c(c2)ncn3-c2cccc(C#N)c2)cn1,-9.441,-8.364
897,O=C1N(CCC2CCN(c3ccccc3Cl)CC2)CCN1c1cccc2ccccc12,-11.73,-11.15
899,Fc1ccccc1Oc1cccc2[nH]ccc12,-8.029,-7.92
900,CCCN(CCCCNC(=O)c1ccc2ccccc2c1)C1CN2CCCC2O1,-9.556,-9.537
901,O=C1CC2(CCN(C(=O)NCCCc3ccc(F)cc3)c3cccc(F)c3O2)CN1Sc1ccccc1,-14.13,-14.58
902,COc1cccc(C2(C(=O)NCC3CCN(Cc4cc(O)c5ncccc5n4)CC3)CC3CCCC(C)(C)C32)c1,-10.61,-9.769
903,COc1cccc2c1CCCC2c1ncccc1F,-7.28,-8.135
904,CC(=O)c1ccc(OCCCCN2CCN(c3ccccc3OCCF)CC2)cc1,-8.578,-8.625
905,CCCCCN(C)CCc1cc(Cl)c(OCCCCN2CCCc3ccccc32)c(OC)c1OC,-7.529,-7.98
906,Cc1cc(C)c(S(=O)(=O)NCCCN2CCN(c3cccc4cccnc34)CC2)c(C)c1,-9.808,-9.648
907,COc1ccccc1N1CCN(Cc2coc3c(OC)cccc23)CC1,-9.339,-9.042
908,CN1CCCC1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(CNC(=O)C4CC4)cc23)CC1,-9.331,-9.667
909,Cc1cc2c(OCC(O)CN3CCc4ccc(OCCCN5CCN(C)CC5)cc4C3)cccc2[nH]1,-9.284,-10.09
910,CCNC(=O)N1CCN(CCCCN2C(=O)CCCC2(C)CC2CCc3ccc(O)cc3C2)CC1,-9.489,-9.514
911,COc1cccc2c1CC(N(CCCCN1CCN(c3ccccn3)C(C)C1=O)c1ccccc1)CO2,-9.724,-9.771
912,CCCN(CCN1CCC(c2ccc3c(c2)OCO3)CC1)C1CCc2sc(N)cc2C1=O,-10.44,-8.4
913,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,-10.3,-10.28
914,CC(=O)c1ccc(OCCCN2CCCCC2)c(C)c1O,-7.969,-7.285
915,Cc1ccc2[nH]cc(CCN(C)C)c2c1,-7.482,-6.839
916,CC1CN(CCN2CCN(c3ccccc3OC(C)C)CC2)c2cc(Cl)ccc2C(=O)N1,-13.05,-13.29
917,CCCCCCCCCCC=CCC=CCC=O,-6.603,-6.054
918,Fc1ccc2c(C3CCN(CCOc4ccccc4-c4ccccc4F)CC3)noc2c1,-10.12,-10.78
919,COc1cccc2c1CCC(N1CCN(CCONc3ccc(OC)c4[nH]ccc34)CC1)C2C,-9.494,-9.618
920,CC(=O)Nc1cccc(N2CCN(CCCCN3CCN(c4ccccc4)CC3)CC2)c1,-10.04,-9.815
921,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)SCCN5C(=O)COc4c[nH]c5cccnc45)CC3)cccc2n1,-10.3,-11.81
922,C#CC1CCCC(N2CCC(c3c[nH]c4ccc(F)cc34)CC2)CC1,-13.58,-14.05
923,Oc1nc2ccc(OCCCN3CCN(c4ccccc4)CC3)cc2[nH]1,-9.808,-9.009
924,CCc1cccc(CCOc2ccccc2C(N)=O)c1,-8.616,-8.259
925,Cc1c(C(=O)NC2CCC3CCCCN32)sc2ccccc12,-9.385,-8.428
926,Cc1c(C2CCC(CCN3CCN(c4ccc5ccccc5n4)CC3)CC2)sc2ccccc12,-11.46,-11.05
927,CC(C)(C)c1ccc(CCN)cc1,-6.759,-6.279
928,O=C1Cc2ccccc2N1CCCN1CC=C(c2c[nH]c3ccccc23)CC1,-10.42,-10.33
929,OCCCN1CCN(C2Cc3cc4ccccc4cc3Oc3ccc(F)cc32)CC1,-12.59,-13.33
930,NS(=O)(=O)c1cc2cc(OCCOC(=O)CN3CCN(c4ccccc4)CC3)ccc2s1,-9.494,-9.502
931,CC1N=C(O)C2=Cc3c[nH]c4cccc(c34)C(=C2)OCC12CC(C)(C)OCC2(F)F,-18.56,-18.87
932,CSc1ccc(S(=O)(=O)CC2(CC(=O)NC(C)CCCSc3ccccc3)CCCC2)cc1,-8.817,-8.835
933,COc1ccccc1N1CCN(CCn2c(O)nc3cc(C)ccc3c2=O)CC1,-9.379,-9.333
934,COc1cc2c(cc1OCCCN1CCN(c3ccccc3)CC1)OCC=C2,-9.724,-9.12
935,COc1ccccc1N1CCN(CCNS(=O)(=O)c2ccc3ccc(Cl)cc3n2)CC1,-10.49,-9.428
936,OC(Cc1cccc(C(F)(F)F)c1)CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,-10.56,-9.341
937,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(Br)c1,-6.957,-6.848
938,CCCN(CCC)C1CCc2cccc(OC)c2C1CCc1ccccc1,-7.78,-7.281
939,Cc1c(CN2CCN(c3ccccc3N(C)C)CC2)cn(-c2ccc(F)cc2)c1-c1ccc(F)cc1,-8.462,-9.383
940,O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)C1CCCCC1,-10.61,-9.273
941,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,-10.83,-11.55
942,Cc1c(Cl)n(-c2ccc(Cl)cc2)c2ccc(Cl)cc12,-7.895,-8.328
943,COc1ccc(CNCc2nc3c([nH]c2=O)c(=O)n(C)c(=O)n3C)cc1,-8.606,-8.823
944,COc1ccccc1N1CCN(CCCCNc2nc3ccccc3n2CCOCCOCCN2CCCOCC2)CC1,-10.79,-11.43
945,COc1ccccc1N1CCN(CCn2nc3c(c2F)C(C)(C)CC3)CC1,-9.422,-9.088
946,O=C(CCCCN1CCN(c2cccc3ccoc23)CC1)c1ccc(F)cc1,-10.08,-9.544
947,Cc1ccccc1N1CCNCC1,-6.932,-6.231
948,Cc1ccc2c(OCCN3CCC(Cc4ccc(F)cc4)CC3)cccc2n1,-10.35,-10.41
949,O=C1N(CCN2CCCCCC2)CCN1c1cccc2ccccc12,-12.47,-12.48
950,Oc1ccc(-c2ccc(OCCN3CCC4(CCCc5ccccc5C4)CC3)cc2)cc1,-13.32,-13.92
951,O=C(CCCN1CCN(c2nc(O)cn3ccnc23)CC1)c1ccccc1,-9.769,-9.21
952,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,-10.83,-11.55
953,CC(C)N1CCc2cccc(-c3ccc(O)cc3O)c2C1=O,-7.493,-8.382
954,CCCCN(CCCC)C1CCc2cccc(C(N)=O)c21,-6.968,-7.095
955,Nc1ccccc1C(=O)Nc1ccc(C(=O)NCC2CCCN(Cc3sccc3Br)C2)cc1,-10.42,-9.952
956,OC(=NCCN1CCC(c2nc(Cc3ccc(F)cc3)c3ccc(F)cc3n2)CC1)c1ccc2ccccc2c1,-10.75,-12.31
957,O=C1N(CCN2CCCCC2)CCN1c1cccc(Cl)c1,-8.573,-8.118
958,OC(=NC1CCCC1NCc1ccc(Cl)cc1F)c1ccc(F)cc1,-8.817,-8.977
959,Fc1ccc(Cl)c(Oc2cccc(F)c2F)c1,-7.568,-7.588
960,O=C(CCCN1CCN(c2ccccc2F)CC1)N1CCN(C2c3ccccc3Oc3ccccc32)CC1,-10.84,-11.31
961,CCCNC1CCc2cc3c(N)cccc3cc2N1,-8.472,-8.026
962,NC(=O)c1ccc2[nH]cc(CCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2c1,-9.254,-9.8
963,Brc1ccccc1N1CCNCC1,-6.975,-6.006
964,O=C(CCCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,-9.516,-8.507
965,Cc1cccc(C)c1N1CCN(CC=C2c3ccccc3CCc3ccccc32)CC1,-13.92,-14.33
966,COc1cccc(N2CCN(CCn3ccc(C(=O)c4ccccc4OC)c3)CC2)c1,-9.135,-9.409
967,CCCCN(CCCCN1CCOC1=O)C1Cc2cccc(O)c2C1,-8.437,-7.789
968,COc1ccccc1N1CCN(CCCN(Cc2ccc(F)cc2)c2ccc(F)cc2)CC1,-9.234,-9.225
969,CC(=O)C12CCCN(C3CCN(C(=O)Cc4c(C)cnc(NCC5CC5c5cnccn5)c4C)CC3)C1C2,-9.924,-10.42
970,COc1ccccc1N1CCN(Cc2nc3ccccc3n2Cc2ccccc2)CC1,-8.739,-9.23
971,O=C(CCCN1CCC2CCCCC21)Nc1ccc(F)cc1,-9.194,-8.681
972,O=C1N(CCN2CCCCCC2)CCN1c1cccc(N2CCN(c3ccccc3)CC2)c1,-13.13,-12.53
973,CCN1CCCC2c3cccc(-n4cnc5ccc(-c6ccc(F)c(O)c6)cc54)c3CCC21,-10.41,-10.78
974,COc1ccccc1N1CCN(CCn2c(-c3ccccc3)c(C)c3ccccc32)CC1,-8.23,-8.889
975,CCN1CCCC1CNC(=O)c1cc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)n(-c2ccccn2)n1,-9.689,-9.79
976,OC(CCN1CCN(c2cccc3ccccc23)CC1)c1c[nH]c2ccc(Cl)cc12,-10.57,-10.52
977,COc1ccccc1N1CCN(CC2CCC(N3C(=O)CC4(CCCC4)CC3=O)c3ccc(C)cc32)CC1,-9.692,-10.57
978,COc1ccc(C(=O)Nc2cccc(CN3CCN(c4ccccn4)CC3)c2)cc1OC1CCC1,-10.98,-10.23
979,CC(C)Oc1oc2ccccc2c1C1CC(C)C(O)(c2ccccc2)O1,-8.89,-9.284
980,COc1ccccc1N1CCN(CC2CC(=O)c3ccccc3Sc3ccccc32)CC1,-15.18,-12.92
981,COc1ccccc1N1CCN(CCOc2ccc(-c3nc4cc(Cl)cc(Cl)c4s3)cc2)CC1,-9.741,-10.48
982,CN1CCN(C2CCN(C(=O)CCCCCOc3ccccc3N3CCN(CCc4cccc(CC#N)c4)CC3)CC2)CC1,-9.63,-10.11
983,CC(=O)N(C)C1CCC2=C(O1)c1ccc(CN3CCN(c4ccccc4)CC3)cc1C2,-10.65,-10.11
984,COc1ccccc1N1CCN(CCCCNc2c(C)cccc2OC)CC1,-8.282,-8.199
985,CN1CCN(c2ccc(-c3ccc4ccccc4n3)cc2)CC1,-10.83,-8.333
986,CCOC(=O)C1=C(C)N(c2cc3ccccc3[nH]2)CC1c1ccc(OC)c(OC)c1,-8.69,-8.216
987,COc1cccc(OC)c1C(=O)N1CCC(C)(N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,-9.483,-8.993
988,COc1ccc(N2CCN(CC3CC(c4ccccc4)(c4ccccc4)NC3=O)CC2)cc1,-10.62,-9.448
989,COc1ccc2c(C=O)cc(CCCN3CCC(c4cccc5c4OCC(=O)C5)CC3)nc2n1,-9.919,-10.53
990,O=C1NC(=O)C(c2ccc(Br)cc2F)(N2CCN(CCc3ccccc3Cl)CC2)C(=O)N1,-10.26,-8.92
991,c1ccc2c(N3CCN(CCCCOc4ccc5c(c4)NCCO5)CC3)cccc2c1,-9.919,-9.609
992,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(C)s2)CC1,-8.675,-8.334
993,CCNCc1cc(OC)ccc1OCCCN1CCC(c2ccc(F)cc2Cl)CC1,-9.11,-8.517
994,CC1CN(CCCCNC(=O)c2ccc(F)c3ccnn23)Cc2ccc(O)c(O)c2C1C,-12.57,-12.89
995,CN1CCc2cc(Cl)c(O)cc2C2c3cccc(-c4ccc(N)nc4)c3CCC21,-13.55,-14.07
996,O=C1NC(CN2CCN(c3ccccc3Cl)CC2)C(c2ccc(Cl)s2)N1,-8.908,-9.285
997,Cc1cc(CN2CCC(Cc3cn(-c4ccc(F)cc4)c4ccccc4c3=O)CC2)cc2c1OCC2,-11.06,-11.12
998,CCCN(CCc1c[nH]c2ccc(F)cc12)C1COc2c(F)cccc2C1,-10.06,-9.342
999,CN1CCN(C2Cn3cccc3Sc3ccc(Cl)cc32)CC1,-12.19,-12.68
1000,O=C1N(CCN2CCc3ccccc3C2)CCCN1c1cccc(Cl)c1,-10.71,-9.557
1001,O=C1NCCc2c(F)ccc(F)c2N1CCCCN1CCc2ccccc21,-13.4,-13.99
